.text
  00000000   02328020   add $16, $17, $18
  00008F88   0334F823   subu $31, $25, $20 # comment(9184)
  00008F8C   3A6374CD   xori $3, $19, 29901 # comment(9185)
  00008F90   00005812   mflo $11 # comment(9186)
  00008F94   0057001B   divu $2, $23 # comment(9187)
  00008F98   02A00013   mtlo $21 # comment(9188)
  00008F9C   007A002B   sltu $0, $3, $26
  00008FA0   00159603   sra $18, $21, 24
  00008FA4   35B859C7   ori $24, $13, 22983
  00008FA8   29A9DA2E   slti $9, $13, -9682
  00008FAC   39A80C20   xori $8, $13, 3104
  00008FB0   00CB2006   srlv $4, $11, $6 # comment(9194)
  00008FB4   3C0A1F4A   lui $10, 8010 # comment(9195)
  00008FB8   03E00013   mtlo $31
  00008FBC   03891824   and $3, $28, $9
  00008FC0   03009027   nor $18, $24, $0
  00008FC4   00D17006   srlv $14, $17, $6
  00008FC8   0119602B   sltu $12, $8, $25
  00008FCC   00600013   mtlo $3 # comment(9201)
  00008FD0   37084C20   ori $8, $24, 19488 # comment(9202)
  00008FD4   001B02C3   sra $0, $27, 11 # comment(9203)
  00008FD8   00002010   mfhi $4 # comment(9204)
  00008FDC   025BC825   or $25, $18, $27 # comment(9205)
  00008FE0   01F1001A   div $15, $17 # comment(9206)
  00008FE4   03448820   add $17, $26, $4
  00008FE8   00194F83   sra $9, $25, 30
  00008FEC   0289E02A   slt $28, $20, $9
  00008FF0   03D35826   xor $11, $30, $19
  00008FF4   0021D020   add $26, $1, $1
  00008FF8   03110019   multu $24, $17
  00008FFC   03BDF823   subu $31, $29, $29
  00009000   3C1945AF   lui $25, 17839 # comment(9214)
  00009004   001C4F82   srl $9, $28, 30 # comment(9215)
  00009008   038C001B   divu $28, $12 # comment(9216)
  0000900C   024BD820   add $27, $18, $11
  00009010   03652820   add $5, $27, $5 # comment(9218)
  00009014   3C17434E   lui $23, 17230 # comment(9219)
  00009018   00000012   mflo $0 # comment(9220)
  0000901C   277261D2   addiu $18, $27, 25042 # comment(9221)
  00009020   00005010   mfhi $10
  00009024   01BE001B   divu $13, $30
  00009028   02C10019   multu $22, $1
  0000902C   0238D02A   slt $26, $17, $24 # comment(9225)
  00009030   013E7027   nor $14, $9, $30 # comment(9226)
  00009034   03810806   srlv $1, $1, $28
  00009038   02388825   or $17, $17, $24
  0000903C   000600C0   sll $0, $6, 3
  00009040   03D1001B   divu $30, $17
  00009044   000B2A43   sra $5, $11, 9 # comment(9231)
  00009048   021B6804   sllv $13, $27, $16 # comment(9232)
  0000904C   02DA0018   mult $22, $26
  00009050   036C7825   or $15, $27, $12 # comment(9234)
  00009054   2A4BA9EA   slti $11, $18, -22038 # comment(9235)
  00009058   201B69F4   addi $27, $0, 27124
  0000905C   00143703   sra $6, $20, 28 # comment(9237)
  00009060   3C102669   lui $16, 9833 # comment(9238)
  00009064   03909026   xor $18, $28, $16
  00009068   03A00013   mtlo $29 # comment(9240)
  0000906C   2BB13A73   slti $17, $29, 14963 # comment(9241)
  00009070   0149B821   addu $23, $10, $9
  00009074   241026D8   addiu $16, $0, 9944
  00009078   00278821   addu $17, $1, $7
  0000907C   00800013   mtlo $4 # comment(9245)
  00009080   02846026   xor $12, $20, $4 # comment(9246)
  00009084   01400011   mthi $10
  00009088   00CBC026   xor $24, $6, $11 # comment(9248)
  0000908C   00124043   sra $8, $18, 1 # comment(9249)
  00009090   2672B98B   addiu $18, $19, -18037
  00009094   029D001B   divu $20, $29 # comment(9251)
  00009098   00009812   mflo $19
  0000909C   016B602B   sltu $12, $11, $11
  000090A0   20DAE0C8   addi $26, $6, -7992 # comment(9254)
  000090A4   2DA0DC47   sltiu $0, $13, -9145 # comment(9255)
  000090A8   02E00013   mtlo $23 # comment(9256)
  000090AC   221CDDE3   addi $28, $16, -8733
  000090B0   03C4C804   sllv $25, $4, $30 # comment(9258)
  000090B4   21251562   addi $5, $9, 5474 # comment(9259)
  000090B8   30064071   andi $6, $0, 16497 # comment(9260)
  000090BC   0019C283   sra $24, $25, 10
  000090C0   2CB1288C   sltiu $17, $5, 10380 # comment(9262)
  000090C4   2BCE26F6   slti $14, $30, 9974 # comment(9263)
  000090C8   02965027   nor $10, $20, $22
  000090CC   2B1C662D   slti $28, $24, 26157
  000090D0   02DD1023   subu $2, $22, $29
  000090D4   347E0C25   ori $30, $3, 3109 # comment(9267)
  000090D8   00A81022   sub $2, $5, $8
  000090DC   033B0018   mult $25, $27 # comment(9269)
  000090E0   365C5D20   ori $28, $18, 23840 # comment(9270)
  000090E4   0005A300   sll $20, $5, 12 # comment(9271)
  000090E8   000D7742   srl $14, $13, 29 # comment(9272)
  000090EC   0342B807   srav $23, $2, $26 # comment(9273)
  000090F0   00C39020   add $18, $6, $3
  000090F4   00148400   sll $16, $20, 16
  000090F8   0064B824   and $23, $3, $4
  000090FC   0092D007   srav $26, $18, $4 # comment(9277)
  00009100   23020465   addi $2, $24, 1125 # comment(9278)
  00009104   00240025   or $0, $1, $4 # comment(9279)
  00009108   03995804   sllv $11, $25, $28
  0000910C   03EA0022   sub $0, $31, $10
  00009110   00A20018   mult $5, $2
  00009114   236AAD07   addi $10, $27, -21241
  00009118   34C63B01   ori $6, $6, 15105
  0000911C   0075B02B   sltu $22, $3, $21
  00009120   00AA682B   sltu $13, $5, $10 # comment(9286)
  00009124   00014CC3   sra $9, $1, 19 # comment(9287)
  00009128   0242B021   addu $22, $18, $2 # comment(9288)
  0000912C   03800011   mthi $28
  00009130   00001012   mflo $2 # comment(9290)
  00009134   03E9D026   xor $26, $31, $9 # comment(9291)
  00009138   01E00011   mthi $15
  0000913C   0000A812   mflo $21 # comment(9293)
  00009140   0125E025   or $28, $9, $5 # comment(9294)
  00009144   02899825   or $19, $20, $9
  00009148   23CF491B   addi $15, $30, 18715 # comment(9296)
  0000914C   02DA1827   nor $3, $22, $26
  00009150   01B50019   multu $13, $21
  00009154   3C1530DA   lui $21, 12506 # comment(9299)
  00009158   002B4007   srav $8, $11, $1
  0000915C   03D42820   add $5, $30, $20 # comment(9301)
  00009160   03F25022   sub $10, $31, $18
  00009164   016AB82B   sltu $23, $11, $10
  00009168   0196982B   sltu $19, $12, $22 # comment(9304)
  0000916C   000E91C0   sll $18, $14, 7 # comment(9305)
  00009170   385D66F5   xori $29, $2, 26357 # comment(9306)
  00009174   02B27822   sub $15, $21, $18
  00009178   02DFE82B   sltu $29, $22, $31 # comment(9308)
  0000917C   02800011   mthi $20 # comment(9309)
  00009180   012C082A   slt $1, $9, $12
  00009184   03A00011   mthi $29 # comment(9311)
  00009188   27769861   addiu $22, $27, -26527 # comment(9312)
  0000918C   3C0B47B6   lui $11, 18358
  00009190   01000013   mtlo $8 # comment(9314)
  00009194   00429806   srlv $19, $2, $2 # comment(9315)
  00009198   01FA001B   divu $15, $26
  0000919C   0000E012   mflo $28
  000091A0   01809827   nor $19, $12, $0 # comment(9318)
  000091A4   015CF022   sub $30, $10, $28 # comment(9319)
  000091A8   00005810   mfhi $11 # comment(9320)
  000091AC   00100843   sra $1, $16, 1 # comment(9321)
  000091B0   02119024   and $18, $16, $17 # comment(9322)
  000091B4   37FA31E2   ori $26, $31, 12770 # comment(9323)
  000091B8   0289001B   divu $20, $9 # comment(9324)
  000091BC   00128D40   sll $17, $18, 21 # comment(9325)
  000091C0   24C4C53E   addiu $4, $6, -15042 # comment(9326)
  000091C4   0207C821   addu $25, $16, $7
  000091C8   0000C010   mfhi $24 # comment(9328)
  000091CC   32681FAF   andi $8, $19, 8111
  000091D0   01C0D004   sllv $26, $0, $14
  000091D4   30AB08EB   andi $11, $5, 2283
  000091D8   2AA2D37A   slti $2, $21, -11398 # comment(9332)
  000091DC   0000D012   mflo $26
  000091E0   03D8001B   divu $30, $24
  000091E4   03C1C024   and $24, $30, $1
  000091E8   01131025   or $2, $8, $19 # comment(9336)
  000091EC   026D9007   srav $18, $13, $19
  000091F0   000D41C0   sll $8, $13, 7
  000091F4   00001010   mfhi $2 # comment(9339)
  000091F8   024AE824   and $29, $18, $10 # comment(9340)
  000091FC   02A00011   mthi $21 # comment(9341)
  00009200   2C7A74FB   sltiu $26, $3, 29947
  00009204   00A00013   mtlo $5 # comment(9343)
  00009208   0004F7C2   srl $30, $4, 31
  0000920C   03CBA807   srav $21, $11, $30 # comment(9345)
  00009210   00008810   mfhi $17 # comment(9346)
  00009214   02FA001A   div $23, $26
  00009218   000B82C3   sra $16, $11, 11 # comment(9348)
  0000921C   01800011   mthi $12 # comment(9349)
  00009220   01C9C824   and $25, $14, $9 # comment(9350)
  00009224   2C6B1AAF   sltiu $11, $3, 6831
  00009228   00593827   nor $7, $2, $25 # comment(9352)
  0000922C   001C5A03   sra $11, $28, 8 # comment(9353)
  00009230   0128001A   div $9, $8
  00009234   02100018   mult $16, $16
  00009238   00600011   mthi $3
  0000923C   27DD98A3   addiu $29, $30, -26461
  00009240   2885DECC   slti $5, $4, -8500 # comment(9358)
  00009244   339E0223   andi $30, $28, 547 # comment(9359)
  00009248   24B4FD0B   addiu $20, $5, -757
  0000924C   33670AA4   andi $7, $27, 2724 # comment(9361)
  00009250   0253001B   divu $18, $19 # comment(9362)
  00009254   37F20FFD   ori $18, $31, 4093
  00009258   0306C025   or $24, $24, $6
  0000925C   02703025   or $6, $19, $16 # comment(9365)
  00009260   27C6AE1F   addiu $6, $30, -20961
  00009264   011A8820   add $17, $8, $26
  00009268   03000011   mthi $24 # comment(9368)
  0000926C   01EE182B   sltu $3, $15, $14
  00009270   02818824   and $17, $20, $1 # comment(9370)
  00009274   295D1AE5   slti $29, $10, 6885 # comment(9371)
  00009278   02B9F020   add $30, $21, $25 # comment(9372)
  0000927C   00134003   sra $8, $19, 0 # comment(9373)
  00009280   03BB3821   addu $7, $29, $27
  00009284   005CF006   srlv $30, $28, $2 # comment(9375)
  00009288   0002B580   sll $22, $2, 22 # comment(9376)
  0000928C   00118006   srlv $16, $17, $0 # comment(9377)
  00009290   37367B8E   ori $22, $25, 31630 # comment(9378)
  00009294   037DF825   or $31, $27, $29
  00009298   00009810   mfhi $19
  0000929C   00ED0019   multu $7, $13 # comment(9381)
  000092A0   00A4C022   sub $24, $5, $4
  000092A4   02CCE026   xor $28, $22, $12
  000092A8   0127302B   sltu $6, $9, $7
  000092AC   03800011   mthi $28 # comment(9385)
  000092B0   02600013   mtlo $19
  000092B4   030A001A   div $24, $10 # comment(9387)
  000092B8   03A90821   addu $1, $29, $9
  000092BC   0000C810   mfhi $25
  000092C0   00DD0019   multu $6, $29 # comment(9390)
  000092C4   02DE902B   sltu $18, $22, $30 # comment(9391)
  000092C8   010E7004   sllv $14, $14, $8
  000092CC   3C10571C   lui $16, 22300
  000092D0   00005810   mfhi $11
  000092D4   001CB803   sra $23, $28, 0
  000092D8   2A50E458   slti $16, $18, -7080 # comment(9396)
  000092DC   02A53825   or $7, $21, $5 # comment(9397)
  000092E0   228AAB1B   addi $10, $20, -21733
  000092E4   380A165D   xori $10, $0, 5725 # comment(9399)
  000092E8   03AAB821   addu $23, $29, $10 # comment(9400)
  000092EC   01D16824   and $13, $14, $17 # comment(9401)
  000092F0   00808022   sub $16, $4, $0
  000092F4   0000A812   mflo $21 # comment(9403)
  000092F8   02520019   multu $18, $18
  000092FC   0133A825   or $21, $9, $19 # comment(9405)
  00009300   0171B02B   sltu $22, $11, $17 # comment(9406)
  00009304   00F74023   subu $8, $7, $23
  00009308   00009010   mfhi $18
  0000930C   00400018   mult $2, $0
  00009310   00040019   multu $0, $4
  00009314   00035C80   sll $11, $3, 18
  00009318   024A7807   srav $15, $10, $18 # comment(9412)
  0000931C   0261D823   subu $27, $19, $1 # comment(9413)
  00009320   028D5007   srav $10, $13, $20 # comment(9414)
  00009324   3C126DAF   lui $18, 28079 # comment(9415)
  00009328   0326D006   srlv $26, $6, $25 # comment(9416)
  0000932C   00005810   mfhi $11
  00009330   3C1E7A08   lui $30, 31240 # comment(9418)
  00009334   2E1ABB05   sltiu $26, $16, -17659 # comment(9419)
  00009338   006A001A   div $3, $10 # comment(9420)
  0000933C   020F5024   and $10, $16, $15
  00009340   012DB82A   slt $23, $9, $13
  00009344   3A301133   xori $16, $17, 4403
  00009348   01BB001A   div $13, $27 # comment(9424)
  0000934C   01800011   mthi $12
  00009350   02040006   srlv $0, $4, $16
  00009354   00614806   srlv $9, $1, $3 # comment(9427)
  00009358   3C1B53D6   lui $27, 21462
  0000935C   035E4021   addu $8, $26, $30 # comment(9429)
  00009360   318B35C9   andi $11, $12, 13769
  00009364   2A3B6A92   slti $27, $17, 27282 # comment(9431)
  00009368   02A69022   sub $18, $21, $6 # comment(9432)
  0000936C   03200011   mthi $25 # comment(9433)
  00009370   00B8D82A   slt $27, $5, $24
  00009374   00071740   sll $2, $7, 29 # comment(9435)
  00009378   0000C812   mflo $25
  0000937C   02D6F822   sub $31, $22, $22 # comment(9437)
  00009380   03EA4024   and $8, $31, $10 # comment(9438)
  00009384   01A49021   addu $18, $13, $4
  00009388   00042902   srl $5, $4, 4 # comment(9440)
  0000938C   0176C824   and $25, $11, $22
  00009390   00D06827   nor $13, $6, $16
  00009394   3C161921   lui $22, 6433
  00009398   02D60021   addu $0, $22, $22
  0000939C   029A682B   sltu $13, $20, $26
  000093A0   2704110A   addiu $4, $24, 4362
  000093A4   24CCC0DA   addiu $12, $6, -16166
  000093A8   3C0E47B0   lui $14, 18352
  000093AC   03A4C82A   slt $25, $29, $4
  000093B0   01E3B023   subu $22, $15, $3 # comment(9450)
  000093B4   0030C821   addu $25, $1, $16
  000093B8   039A0019   multu $28, $26
  000093BC   0104482B   sltu $9, $8, $4 # comment(9453)
  000093C0   32957E84   andi $21, $20, 32388 # comment(9454)
  000093C4   0033B82A   slt $23, $1, $19 # comment(9455)
  000093C8   036FD021   addu $26, $27, $15
  000093CC   001D4A83   sra $9, $29, 10 # comment(9457)
  000093D0   0000F010   mfhi $30 # comment(9458)
  000093D4   01D0F804   sllv $31, $16, $14
  000093D8   000F8FC0   sll $17, $15, 31 # comment(9460)
  000093DC   01E8D006   srlv $26, $8, $15
  000093E0   00171C02   srl $3, $23, 16 # comment(9462)
  000093E4   3C1C1BB5   lui $28, 7093
  000093E8   03247827   nor $15, $25, $4 # comment(9464)
  000093EC   00F3302B   sltu $6, $7, $19 # comment(9465)
  000093F0   03A59807   srav $19, $5, $29 # comment(9466)
  000093F4   02E69006   srlv $18, $6, $23
  000093F8   00195483   sra $10, $25, 18
  000093FC   00000013   mtlo $0
  00009400   029AA02A   slt $20, $20, $26 # comment(9470)
  00009404   01B3D82B   sltu $27, $13, $19 # comment(9471)
  00009408   03800013   mtlo $28 # comment(9472)
  0000940C   315B13E6   andi $27, $10, 5094
  00009410   02B53023   subu $6, $21, $21
  00009414   02B49807   srav $19, $20, $21
  00009418   02865823   subu $11, $20, $6
  0000941C   03C29806   srlv $19, $2, $30
  00009420   00067142   srl $14, $6, 5 # comment(9478)
  00009424   00007012   mflo $14
  00009428   3C194AFB   lui $25, 19195 # comment(9480)
  0000942C   3A400319   xori $0, $18, 793 # comment(9481)
  00009430   01F44807   srav $9, $20, $15 # comment(9482)
  00009434   02856026   xor $12, $20, $5
  00009438   03F1D806   srlv $27, $17, $31 # comment(9484)
  0000943C   00007010   mfhi $14
  00009440   000F8442   srl $16, $15, 17 # comment(9486)
  00009444   2D8B5B7E   sltiu $11, $12, 23422 # comment(9487)
  00009448   03200011   mthi $25
  0000944C   0000B012   mflo $22 # comment(9489)
  00009450   00009810   mfhi $19 # comment(9490)
  00009454   01583825   or $7, $10, $24 # comment(9491)
  00009458   01D40019   multu $14, $20 # comment(9492)
  0000945C   0000B012   mflo $22 # comment(9493)
  00009460   00009812   mflo $19 # comment(9494)
  00009464   2A2A6125   slti $10, $17, 24869 # comment(9495)
  00009468   26FCBE81   addiu $28, $23, -16767 # comment(9496)
  0000946C   3C1416DE   lui $20, 5854
  00009470   02DC0826   xor $1, $22, $28
  00009474   2C25B1B9   sltiu $5, $1, -20039 # comment(9499)
  00009478   03024804   sllv $9, $2, $24 # comment(9500)
  0000947C   0000B810   mfhi $23
  00009480   00001812   mflo $3
  00009484   01F1702B   sltu $14, $15, $17
  00009488   3C1106E5   lui $17, 1765
  0000948C   20A98337   addi $9, $5, -31945
  00009490   03D3B004   sllv $22, $19, $30 # comment(9506)
  00009494   0000D010   mfhi $26
  00009498   2D28D4C8   sltiu $8, $9, -11064
  0000949C   0313001B   divu $24, $19
  000094A0   03030020   add $0, $24, $3 # comment(9510)
  000094A4   00006010   mfhi $12
  000094A8   00114183   sra $8, $17, 6
  000094AC   0011E2C3   sra $28, $17, 11 # comment(9513)
  000094B0   0348001B   divu $26, $8
  000094B4   230B9078   addi $11, $24, -28552
  000094B8   023D4826   xor $9, $17, $29 # comment(9516)
  000094BC   03880018   mult $28, $8
  000094C0   2A702401   slti $16, $19, 9217 # comment(9518)
  000094C4   023B9022   sub $18, $17, $27 # comment(9519)
  000094C8   0000E812   mflo $29 # comment(9520)
  000094CC   26FCF100   addiu $28, $23, -3840 # comment(9521)
  000094D0   35AC394C   ori $12, $13, 14668 # comment(9522)
  000094D4   260F7CCE   addiu $15, $16, 31950
  000094D8   3B777A4D   xori $23, $27, 31309 # comment(9524)
  000094DC   00AAE020   add $28, $5, $10
  000094E0   03E00013   mtlo $31 # comment(9526)
  000094E4   03310019   multu $25, $17
  000094E8   3C0832A7   lui $8, 12967 # comment(9528)
  000094EC   02CDA027   nor $20, $22, $13
  000094F0   00007012   mflo $14 # comment(9530)
  000094F4   01C6D024   and $26, $14, $6 # comment(9531)
  000094F8   03B20018   mult $29, $18
  000094FC   01D6B004   sllv $22, $22, $14 # comment(9533)
  00009500   21E82E40   addi $8, $15, 11840 # comment(9534)
  00009504   224334E6   addi $3, $18, 13542
  00009508   02C33822   sub $7, $22, $3 # comment(9536)
  0000950C   38804E80   xori $0, $4, 20096
  00009510   002B001B   divu $1, $11 # comment(9538)
  00009514   324302A0   andi $3, $18, 672 # comment(9539)
  00009518   394F2EB8   xori $15, $10, 11960
  0000951C   00F6B02A   slt $22, $7, $22 # comment(9541)
  00009520   328F6319   andi $15, $20, 25369 # comment(9542)
  00009524   3A20111F   xori $0, $17, 4383
  00009528   001DDCC3   sra $27, $29, 19 # comment(9544)
  0000952C   3C147EDD   lui $20, 32477 # comment(9545)
  00009530   2170B20A   addi $16, $11, -19958 # comment(9546)
  00009534   000D001B   divu $0, $13
  00009538   0186001B   divu $12, $6 # comment(9548)
  0000953C   0028E025   or $28, $1, $8 # comment(9549)
  00009540   00A00013   mtlo $5 # comment(9550)
  00009544   02E8001B   divu $23, $8
  00009548   03E4F007   srav $30, $4, $31 # comment(9552)
  0000954C   2D8DF3A6   sltiu $13, $12, -3162 # comment(9553)
  00009550   0141882B   sltu $17, $10, $1 # comment(9554)
  00009554   001F6021   addu $12, $0, $31 # comment(9555)
  00009558   03DFC82A   slt $25, $30, $31 # comment(9556)
  0000955C   32CD7E10   andi $13, $22, 32272
  00009560   23CF48FE   addi $15, $30, 18686
  00009564   3C1C5EFE   lui $28, 24318 # comment(9559)
  00009568   2478BA6F   addiu $24, $3, -17809 # comment(9560)
  0000956C   00009012   mflo $18 # comment(9561)
  00009570   2BE828A4   slti $8, $31, 10404
  00009574   021B001A   div $16, $27 # comment(9563)
  00009578   03C00011   mthi $30
  0000957C   0277F023   subu $30, $19, $23 # comment(9565)
  00009580   00560019   multu $2, $22 # comment(9566)
  00009584   3C1077D6   lui $16, 30678 # comment(9567)
  00009588   0379B82B   sltu $23, $27, $25 # comment(9568)
  0000958C   3B3B6EC8   xori $27, $25, 28360
  00009590   00EDF022   sub $30, $7, $13 # comment(9570)
